Author,Title,Year,Country of study,Native/Invasive,Mosquito stage reclassification,Insecticide reclassification,Mortality Rate,Origin
"Meshesha Balkew, Peter Mumba, Gedeon Yohannes, Ephrem Abiy, Dejene Getachew, Solomon Yared, Amha Worku, Araya Gebresilassie, Fitsum G. Tadesse, Endalamaw Gadisa, Endashaw Esayas, Temesgen Ashine, Desta Ejeta, Sisay Dugassa, Mekonnen Yohannes, Wossenseged Lemma, Delenasaw Yewhalaw, Sheleme Chibsa, Hiwot Teka, Matt Murphy, Melissa Yoshimizu, Dereje Dengela, Sarah Zohdy & Seth Irish","An update on the distribution, bionomics, and insecticide susceptibility of Anopheles stephensi in Ethiopia, 2018–2020",2021,Ethiopia (Godey),Invasive,Adult,Pyrethroid,4,i
"Meshesha Balkew, Peter Mumba, Gedeon Yohannes, Ephrem Abiy, Dejene Getachew, Solomon Yared, Amha Worku, Araya Gebresilassie, Fitsum G. Tadesse, Endalamaw Gadisa, Endashaw Esayas, Temesgen Ashine, Desta Ejeta, Sisay Dugassa, Mekonnen Yohannes, Wossenseged Lemma, Delenasaw Yewhalaw, Sheleme Chibsa, Hiwot Teka, Matt Murphy, Melissa Yoshimizu, Dereje Dengela, Sarah Zohdy & Seth Irish","An update on the distribution, bionomics, and insecticide susceptibility of Anopheles stephensi in Ethiopia, 2018–2020",2021,Ethiopia (Godey),Invasive,Adult,Pyrethroid,8,i
"Meshesha Balkew, Peter Mumba, Gedeon Yohannes, Ephrem Abiy, Dejene Getachew, Solomon Yared, Amha Worku, Araya Gebresilassie, Fitsum G. Tadesse, Endalamaw Gadisa, Endashaw Esayas, Temesgen Ashine, Desta Ejeta, Sisay Dugassa, Mekonnen Yohannes, Wossenseged Lemma, Delenasaw Yewhalaw, Sheleme Chibsa, Hiwot Teka, Matt Murphy, Melissa Yoshimizu, Dereje Dengela, Sarah Zohdy & Seth Irish","An update on the distribution, bionomics, and insecticide susceptibility of Anopheles stephensi in Ethiopia, 2018–2020",2021,Ethiopia (Dire Dawa),Invasive,Larvae,Organophosphate,95,i
"Meshesha Balkew, Peter Mumba, Gedeon Yohannes, Ephrem Abiy, Dejene Getachew, Solomon Yared, Amha Worku, Araya Gebresilassie, Fitsum G. Tadesse, Endalamaw Gadisa, Endashaw Esayas, Temesgen Ashine, Desta Ejeta, Sisay Dugassa, Mekonnen Yohannes, Wossenseged Lemma, Delenasaw Yewhalaw, Sheleme Chibsa, Hiwot Teka, Matt Murphy, Melissa Yoshimizu, Dereje Dengela, Sarah Zohdy & Seth Irish","An update on the distribution, bionomics, and insecticide susceptibility of Anopheles stephensi in Ethiopia, 2018–2020",2021,Ethiopia (Kebridehar),Invasive,Larvae,Organophosphate,50,i
"Meshesha Balkew, Peter Mumba, Gedeon Yohannes, Ephrem Abiy, Dejene Getachew, Solomon Yared, Amha Worku, Araya Gebresilassie, Fitsum G. Tadesse, Endalamaw Gadisa, Endashaw Esayas, Temesgen Ashine, Desta Ejeta, Sisay Dugassa, Mekonnen Yohannes, Wossenseged Lemma, Delenasaw Yewhalaw, Sheleme Chibsa, Hiwot Teka, Matt Murphy, Melissa Yoshimizu, Dereje Dengela, Sarah Zohdy & Seth Irish","An update on the distribution, bionomics, and insecticide susceptibility of Anopheles stephensi in Ethiopia, 2018–2020",2021,Ethiopia (Kebridehar),Invasive,Larvae,Organophosphate,95,i
"Meshesha Balkew, Peter Mumba, Gedeon Yohannes, Ephrem Abiy, Dejene Getachew, Solomon Yared, Amha Worku, Araya Gebresilassie, Fitsum G. Tadesse, Endalamaw Gadisa, Endashaw Esayas, Temesgen Ashine, Desta Ejeta, Sisay Dugassa, Mekonnen Yohannes, Wossenseged Lemma, Delenasaw Yewhalaw, Sheleme Chibsa, Hiwot Teka, Matt Murphy, Melissa Yoshimizu, Dereje Dengela, Sarah Zohdy & Seth Irish","An update on the distribution, bionomics, and insecticide susceptibility of Anopheles stephensi in Ethiopia, 2018–2020",2021,Ethiopia (Meki),Invasive,Larvae,Organophosphate,50,i
"Meshesha Balkew, Peter Mumba, Gedeon Yohannes, Ephrem Abiy, Dejene Getachew, Solomon Yared, Amha Worku, Araya Gebresilassie, Fitsum G. Tadesse, Endalamaw Gadisa, Endashaw Esayas, Temesgen Ashine, Desta Ejeta, Sisay Dugassa, Mekonnen Yohannes, Wossenseged Lemma, Delenasaw Yewhalaw, Sheleme Chibsa, Hiwot Teka, Matt Murphy, Melissa Yoshimizu, Dereje Dengela, Sarah Zohdy & Seth Irish","An update on the distribution, bionomics, and insecticide susceptibility of Anopheles stephensi in Ethiopia, 2018–2020",2021,Ethiopia (Dire Dawa),Invasive,Larvae,Organophosphate,95,i
"G. DAVIDSON, B.Sc. & C. ELIZABETH JACKSON, B.Sc.",DDT-Resistance in Anopheles stephensi,1961,India,Native,Adult,Organochlorine,97,n
"G. DAVIDSON, B.Sc. & C. ELIZABETH JACKSON, B.Sc.",DDT-Resistance in Anopheles stephensi,1961,India,Native,Adult,Organochlorine,61,n
"G. DAVIDSON, B.Sc. & C. ELIZABETH JACKSON, B.Sc.",DDT-Resistance in Anopheles stephensi,1961,India,Native,Adult,Organochlorine,15,n
"G. DAVIDSON, B.Sc. & C. ELIZABETH JACKSON, B.Sc.",DDT-Resistance in Anopheles stephensi,1961,India,Native,Adult,Organochlorine,81,n
"G. DAVIDSON, B.Sc. & C. ELIZABETH JACKSON, B.Sc.",DDT-Resistance in Anopheles stephensi,1961,India,Native,Adult,Organochlorine,45,n
"G. DAVIDSON, B.Sc. & C. ELIZABETH JACKSON, B.Sc.",DDT-Resistance in Anopheles stephensi,1961,India,Native,Adult,Organochlorine,14,n
"G. DAVIDSON, B.Sc. & C. ELIZABETH JACKSON, B.Sc.",DDT-Resistance in Anopheles stephensi,1961,India,Native,Larvae,Organochlorine,13,n
"G. DAVIDSON, B.Sc. & C. ELIZABETH JACKSON, B.Sc.",DDT-Resistance in Anopheles stephensi,1961,India,Native,Larvae,Organochlorine,42,n
"G. DAVIDSON, B.Sc. & C. ELIZABETH JACKSON, B.Sc.",DDT-Resistance in Anopheles stephensi,1961,India,Native,Larvae,Organochlorine,66,n
"G. DAVIDSON, B.Sc. & C. ELIZABETH JACKSON, B.Sc.",DDT-Resistance in Anopheles stephensi,1961,India,Native,Larvae,Organochlorine,87,n
"G. DAVIDSON, B.Sc. & C. ELIZABETH JACKSON, B.Sc.",DDT-Resistance in Anopheles stephensi,1961,India,Native,Larvae,Organochlorine,45,n
"G. DAVIDSON, B.Sc. & C. ELIZABETH JACKSON, B.Sc.",DDT-Resistance in Anopheles stephensi,1961,India,Native,Adult,Organochlorine,5,n
"G. DAVIDSON, B.Sc. & C. ELIZABETH JACKSON, B.Sc.",DDT-Resistance in Anopheles stephensi,1961,India,Native,Adult,Organochlorine,11,n
"G. DAVIDSON, B.Sc. & C. ELIZABETH JACKSON, B.Sc.",DDT-Resistance in Anopheles stephensi,1961,India,Native,Adult,Organochlorine,50,n
"G. DAVIDSON, B.Sc. & C. ELIZABETH JACKSON, B.Sc.",DDT-Resistance in Anopheles stephensi,1961,India,Native,Adult,Organochlorine,95,n
"G. DAVIDSON, B.Sc. & C. ELIZABETH JACKSON, B.Sc.",DDT-Resistance in Anopheles stephensi,1961,India,Native,Adult,Organochlorine,29,n
"G. DAVIDSON, B.Sc. & C. ELIZABETH JACKSON, B.Sc.",DDT-Resistance in Anopheles stephensi,1961,India,Native,Adult,Organochlorine,0,n
"G. DAVIDSON, B.Sc. & C. ELIZABETH JACKSON, B.Sc.",DDT-Resistance in Anopheles stephensi,1961,India,Native,Adult,Organochlorine,32,n
"G. DAVIDSON, B.Sc. & C. ELIZABETH JACKSON, B.Sc.",DDT-Resistance in Anopheles stephensi,1961,India,Native,Adult,Organochlorine,74,n
"G. DAVIDSON, B.Sc. & C. ELIZABETH JACKSON, B.Sc.",DDT-Resistance in Anopheles stephensi,1961,India,Native,Adult,Organochlorine,100,n
"G. DAVIDSON, B.Sc. & C. ELIZABETH JACKSON, B.Sc.",DDT-Resistance in Anopheles stephensi,1961,India,Native,Adult,Organochlorine,51,n
"G. DAVIDSON, B.Sc. & C. ELIZABETH JACKSON, B.Sc.",DDT-Resistance in Anopheles stephensi,1961,India,Native,Adult,Organochlorine,77,n
"G. DAVIDSON, B.Sc. & C. ELIZABETH JACKSON, B.Sc.",DDT-Resistance in Anopheles stephensi,1961,India,Native,Adult,Organochlorine,92,n
"G. DAVIDSON, B.Sc. & C. ELIZABETH JACKSON, B.Sc.",DDT-Resistance in Anopheles stephensi,1961,India,Native,Adult,Organochlorine,100,n
"G. DAVIDSON, B.Sc. & C. ELIZABETH JACKSON, B.Sc.",DDT-Resistance in Anopheles stephensi,1961,India,Native,Adult,Organochlorine,76,n
"G. DAVIDSON, B.Sc. & C. ELIZABETH JACKSON, B.Sc.",DDT-Resistance in Anopheles stephensi,1961,India,Native,Adult,Organochlorine,97,n
"G. DAVIDSON, B.Sc. & C. ELIZABETH JACKSON, B.Sc.",DDT-Resistance in Anopheles stephensi,1961,India,Native,Adult,Organophosphate,50,n
"G. DAVIDSON, B.Sc. & C. ELIZABETH JACKSON, B.Sc.",DDT-Resistance in Anopheles stephensi,1961,Iran,Native,Adult,Organochlorine,14,n
"G. DAVIDSON, B.Sc. & C. ELIZABETH JACKSON, B.Sc.",DDT-Resistance in Anopheles stephensi,1961,Iran,Native,Adult,Organochlorine,17,n
"G. DAVIDSON, B.Sc. & C. ELIZABETH JACKSON, B.Sc.",DDT-Resistance in Anopheles stephensi,1961,Iran,Native,Adult,Organochlorine,33,n
"G. DAVIDSON, B.Sc. & C. ELIZABETH JACKSON, B.Sc.",DDT-Resistance in Anopheles stephensi,1961,Iran,Native,Adult,Organochlorine,86,n
"G. DAVIDSON, B.Sc. & C. ELIZABETH JACKSON, B.Sc.",DDT-Resistance in Anopheles stephensi,1961,Iran,Native,Adult,Organochlorine,100,n
"G. DAVIDSON, B.Sc. & C. ELIZABETH JACKSON, B.Sc.",DDT-Resistance in Anopheles stephensi,1961,Iran,Native,Adult,Organophosphate,100,n
"Cherry L. Dykes, Manoj K. Das, Alex Eapen, Chandra P. Batra, Susanta K. Ghosh, V. A. Vijayan, Shobhna Mishra, Om P. Singh",Knockdown Resistance (kdr) Mutations in Indian Anopheles stephensi (Diptera: Culicidae) Populations,2016,India (Alwar),Native,Adult,Organochlorine,10,n
"Cherry L. Dykes, Manoj K. Das, Alex Eapen, Chandra P. Batra, Susanta K. Ghosh, V. A. Vijayan, Shobhna Mishra, Om P. Singh",Knockdown Resistance (kdr) Mutations in Indian Anopheles stephensi (Diptera: Culicidae) Populations,2016,India (Alwar),Native,Adult,Pyrethroid,98.7,n
"Cherry L. Dykes, Manoj K. Das, Alex Eapen, Chandra P. Batra, Susanta K. Ghosh, V. A. Vijayan, Shobhna Mishra, Om P. Singh",Knockdown Resistance (kdr) Mutations in Indian Anopheles stephensi (Diptera: Culicidae) Populations,2016,India (Alwar),Native,Adult,Pyrethroid,100,n
"Cherry L. Dykes, Manoj K. Das, Alex Eapen, Chandra P. Batra, Susanta K. Ghosh, V. A. Vijayan, Shobhna Mishra, Om P. Singh",Knockdown Resistance (kdr) Mutations in Indian Anopheles stephensi (Diptera: Culicidae) Populations,2016,India (Ranchi),Native,Adult,Organochlorine,20,n
"Cherry L. Dykes, Manoj K. Das, Alex Eapen, Chandra P. Batra, Susanta K. Ghosh, V. A. Vijayan, Shobhna Mishra, Om P. Singh",Knockdown Resistance (kdr) Mutations in Indian Anopheles stephensi (Diptera: Culicidae) Populations,2016,India (Ranchi),Native,Adult,Pyrethroid,92.5,n
"Cherry L. Dykes, Manoj K. Das, Alex Eapen, Chandra P. Batra, Susanta K. Ghosh, V. A. Vijayan, Shobhna Mishra, Om P. Singh",Knockdown Resistance (kdr) Mutations in Indian Anopheles stephensi (Diptera: Culicidae) Populations,2016,India (Ranchi),Native,Adult,Pyrethroid,100,n
"Cherry L. Dykes, Manoj K. Das, Alex Eapen, Chandra P. Batra, Susanta K. Ghosh, V. A. Vijayan, Shobhna Mishra, Om P. Singh",Knockdown Resistance (kdr) Mutations in Indian Anopheles stephensi (Diptera: Culicidae) Populations,2016,India (Chennai),Native,Adult,Organochlorine,66.7,n
"Cherry L. Dykes, Manoj K. Das, Alex Eapen, Chandra P. Batra, Susanta K. Ghosh, V. A. Vijayan, Shobhna Mishra, Om P. Singh",Knockdown Resistance (kdr) Mutations in Indian Anopheles stephensi (Diptera: Culicidae) Populations,2016,India (Chennai),Native,Adult,Pyrethroid,100,n
Hamideh Edalat1 ; Mehran Mahmoudi1 ; Mohammad Mehdi Sedaghat1 ; Seyed Hassan Moosa-Kazemi1 ; Sedigheh Kheirandish2,"Ecology of Malaria Vectors in an Endemic Area, Southeast of Iran",2020,Iran,Native,Adult,Organochlorine,25,n
Hamideh Edalat1 ; Mehran Mahmoudi1 ; Mohammad Mehdi Sedaghat1 ; Seyed Hassan Moosa-Kazemi1 ; Sedigheh Kheirandish3,"Ecology of Malaria Vectors in an Endemic Area, Southeast of Iran",2020,Iran,Native,Adult,Organophosphate,97,n
Hamideh Edalat1 ; Mehran Mahmoudi1 ; Mohammad Mehdi Sedaghat1 ; Seyed Hassan Moosa-Kazemi1 ; Sedigheh Kheirandish4,"Ecology of Malaria Vectors in an Endemic Area, Southeast of Iran",2020,Iran,Native,Adult,Carbamate,99,n
Hamideh Edalat1 ; Mehran Mahmoudi1 ; Mohammad Mehdi Sedaghat1 ; Seyed Hassan Moosa-Kazemi1 ; Sedigheh Kheirandish5,"Ecology of Malaria Vectors in an Endemic Area, Southeast of Iran",2020,Iran,Native,Adult,Pyrethroid,98,n
"Fathian, M.; Vatandoost, H.; Moosa-Kazemi, S. H.; Raeisi, A.; Yaghoobi-Ershadi, M. R.; Oshaghi, M. A.; Sedaghat, M. M.",Susceptibility of Culicidae Mosquitoes to Some Insecticides Recommended by WHO in a Malaria Endemic Area of Southeastern Iran,2015,Iran,Native,Adult,Organochlorine,67,n
"Fathian, M.; Vatandoost, H.; Moosa-Kazemi, S. H.; Raeisi, A.; Yaghoobi-Ershadi, M. R.; Oshaghi, M. A.; Sedaghat, M. M.",Susceptibility of Culicidae Mosquitoes to Some Insecticides Recommended by WHO in a Malaria Endemic Area of Southeastern Iran,2015,Iran,Native,Adult,Organophosphate,90,n
"Fathian, M.; Vatandoost, H.; Moosa-Kazemi, S. H.; Raeisi, A.; Yaghoobi-Ershadi, M. R.; Oshaghi, M. A.; Sedaghat, M. M.",Susceptibility of Culicidae Mosquitoes to Some Insecticides Recommended by WHO in a Malaria Endemic Area of Southeastern Iran,2015,Iran,Native,Adult,Carbamate,95,n
"Fathian, M.; Vatandoost, H.; Moosa-Kazemi, S. H.; Raeisi, A.; Yaghoobi-Ershadi, M. R.; Oshaghi, M. A.; Sedaghat, M. M.",Susceptibility of Culicidae Mosquitoes to Some Insecticides Recommended by WHO in a Malaria Endemic Area of Southeastern Iran,2015,Iran,Native,Adult,Pyrethroid,100,n
"Fathian, M.; Vatandoost, H.; Moosa-Kazemi, S. H.; Raeisi, A.; Yaghoobi-Ershadi, M. R.; Oshaghi, M. A.; Sedaghat, M. M.",Susceptibility of Culicidae Mosquitoes to Some Insecticides Recommended by WHO in a Malaria Endemic Area of Southeastern Iran,2015,Iran,Native,Adult,Pyrethroid,96,n
"Fathian, M.; Vatandoost, H.; Moosa-Kazemi, S. H.; Raeisi, A.; Yaghoobi-Ershadi, M. R.; Oshaghi, M. A.; Sedaghat, M. M.",Susceptibility of Culicidae Mosquitoes to Some Insecticides Recommended by WHO in a Malaria Endemic Area of Southeastern Iran,2015,Iran,Native,Adult,Pyrethroid,96,n
"Ganesh, K. N.; Urmila, J.; Vijayan, V. A.","Pyrethroid susceptibility & enzyme activity in two malaria vectors, Anopheles stephensi (Liston) & A-culicifacies (Giles) from Mysore, India",2003,India,Native,Larvae,Pyrethroid,34,n
"Ganesh, K. N.; Urmila, J.; Vijayan, V. A.","Pyrethroid susceptibility & enzyme activity in two malaria vectors, Anopheles stephensi (Liston) & A-culicifacies (Giles) from Mysore, India",2003,India,Native,Larvae,Pyrethroid,52,n
"Ganesh, K. N.; Urmila, J.; Vijayan, V. A.","Pyrethroid susceptibility & enzyme activity in two malaria vectors, Anopheles stephensi (Liston) & A-culicifacies (Giles) from Mysore, India",2003,India,Native,Larvae,Pyrethroid,66,n
"Ganesh, K. N.; Urmila, J.; Vijayan, V. A.","Pyrethroid susceptibility & enzyme activity in two malaria vectors, Anopheles stephensi (Liston) & A-culicifacies (Giles) from Mysore, India",2003,India,Native,Larvae,Pyrethroid,76,n
"Ganesh, K. N.; Urmila, J.; Vijayan, V. A.","Pyrethroid susceptibility & enzyme activity in two malaria vectors, Anopheles stephensi (Liston) & A-culicifacies (Giles) from Mysore, India",2003,India,Native,Larvae,Pyrethroid,88,n
"Ganesh, K. N.; Urmila, J.; Vijayan, V. A.","Pyrethroid susceptibility & enzyme activity in two malaria vectors, Anopheles stephensi (Liston) & A-culicifacies (Giles) from Mysore, India",2003,India,Native,Larvae,Pyrethroid,36,n
"Ganesh, K. N.; Urmila, J.; Vijayan, V. A.","Pyrethroid susceptibility & enzyme activity in two malaria vectors, Anopheles stephensi (Liston) & A-culicifacies (Giles) from Mysore, India",2003,India,Native,Larvae,Pyrethroid,58,n
"Ganesh, K. N.; Urmila, J.; Vijayan, V. A.","Pyrethroid susceptibility & enzyme activity in two malaria vectors, Anopheles stephensi (Liston) & A-culicifacies (Giles) from Mysore, India",2003,India,Native,Larvae,Pyrethroid,72,n
"Ganesh, K. N.; Urmila, J.; Vijayan, V. A.","Pyrethroid susceptibility & enzyme activity in two malaria vectors, Anopheles stephensi (Liston) & A-culicifacies (Giles) from Mysore, India",2003,India,Native,Larvae,Pyrethroid,84,n
"Ganesh, K. N.; Urmila, J.; Vijayan, V. A.","Pyrethroid susceptibility & enzyme activity in two malaria vectors, Anopheles stephensi (Liston) & A-culicifacies (Giles) from Mysore, India",2003,India,Native,Larvae,Pyrethroid,94,n
"Gorouhi, M. A.; Vatandoost, H.; Oshaghi, M. A.; Raeisi, A.; Enayati, A. A.; Mirhendi, H.; Hanafi-Bojd, A. A.; Abai, M. R.; Salim-Abadi, Y.; Rafi, F.","Current Susceptibility Status of Anopheles stephensi (Diptera: Culicidae) to Different Imagicides in a Malarious Area, Southeastern of Iran",2016,Iran,Native,Adult,Pyrethroid,96,n
"Gorouhi, M. A.; Vatandoost, H.; Oshaghi, M. A.; Raeisi, A.; Enayati, A. A.; Mirhendi, H.; Hanafi-Bojd, A. A.; Abai, M. R.; Salim-Abadi, Y.; Rafi, F.","Current Susceptibility Status of Anopheles stephensi (Diptera: Culicidae) to Different Imagicides in a Malarious Area, Southeastern of Iran",2016,Iran,Native,Adult,Pyrethroid,89,n
"Gorouhi, M. A.; Vatandoost, H.; Oshaghi, M. A.; Raeisi, A.; Enayati, A. A.; Mirhendi, H.; Hanafi-Bojd, A. A.; Abai, M. R.; Salim-Abadi, Y.; Rafi, F.","Current Susceptibility Status of Anopheles stephensi (Diptera: Culicidae) to Different Imagicides in a Malarious Area, Southeastern of Iran",2016,Iran,Native,Adult,Pyrethroid,82,n
"Gorouhi, M. A.; Vatandoost, H.; Oshaghi, M. A.; Raeisi, A.; Enayati, A. A.; Mirhendi, H.; Hanafi-Bojd, A. A.; Abai, M. R.; Salim-Abadi, Y.; Rafi, F.","Current Susceptibility Status of Anopheles stephensi (Diptera: Culicidae) to Different Imagicides in a Malarious Area, Southeastern of Iran",2016,Iran,Native,Adult,Pyrethroid,98,n
"Gorouhi, M. A.; Vatandoost, H.; Oshaghi, M. A.; Raeisi, A.; Enayati, A. A.; Mirhendi, H.; Hanafi-Bojd, A. A.; Abai, M. R.; Salim-Abadi, Y.; Rafi, F.","Current Susceptibility Status of Anopheles stephensi (Diptera: Culicidae) to Different Imagicides in a Malarious Area, Southeastern of Iran",2016,Iran,Native,Adult,Pyrethroid,100,n
"Gorouhi, M. A.; Vatandoost, H.; Oshaghi, M. A.; Raeisi, A.; Enayati, A. A.; Mirhendi, H.; Hanafi-Bojd, A. A.; Abai, M. R.; Salim-Abadi, Y.; Rafi, F.","Current Susceptibility Status of Anopheles stephensi (Diptera: Culicidae) to Different Imagicides in a Malarious Area, Southeastern of Iran",2016,Iran,Native,Larvae,Organochlorine,62,n
"Hanafi-Bojd, A. A.; Vatandoost, H.; Oshaghi, M. A.; Haghdoost, A. A.; Shahi, M.; Sedaghat, M. M.; Abedi, F.; Yeryan, M.; Pakari, A.",Entomological and epidemiological attributes for malaria transmission and implementation of vector control in southern Iran,2012,Iran,Native,Larvae,Organophosphate,100,n
"Hanafi-Bojd, A. A.; Vatandoost, H.; Oshaghi, M. A.; Haghdoost, A. A.; Shahi, M.; Sedaghat, M. M.; Abedi, F.; Yeryan, M.; Pakari, A.",Entomological and epidemiological attributes for malaria transmission and implementation of vector control in southern Iran,2012,Iran,Native,Larvae,Organophosphate,85,n
"Hanafi-Bojd, A. A.; Vatandoost, H.; Oshaghi, M. A.; Haghdoost, A. A.; Shahi, M.; Sedaghat, M. M.; Abedi, F.; Yeryan, M.; Pakari, A.",Entomological and epidemiological attributes for malaria transmission and implementation of vector control in southern Iran,2012,Iran,Native,Larvae,Organophosphate,100,n
"Hanafi-Bojd, A. A.; Vatandoost, H.; Oshaghi, M. A.; Haghdoost, A. A.; Shahi, M.; Sedaghat, M. M.; Abedi, F.; Yeryan, M.; Pakari, A.",Entomological and epidemiological attributes for malaria transmission and implementation of vector control in southern Iran,2012,Iran,Native,Larvae,Organophosphate,100,n
"Hanafi-Bojd, A. A.; Vatandoost, H.; Oshaghi, M. A.; Haghdoost, A. A.; Shahi, M.; Sedaghat, M. M.; Abedi, F.; Yeryan, M.; Pakari, A.",Entomological and epidemiological attributes for malaria transmission and implementation of vector control in southern Iran,2012,Iran,Native,Adult,Organochlorine,22.77,n
"Hanafi-Bojd, A. A.; Vatandoost, H.; Oshaghi, M. A.; Haghdoost, A. A.; Shahi, M.; Sedaghat, M. M.; Abedi, F.; Yeryan, M.; Pakari, A.",Entomological and epidemiological attributes for malaria transmission and implementation of vector control in southern Iran,2012,Iran,Native,Adult,Organophosphate,100,n
"Hanafi-Bojd, A. A.; Vatandoost, H.; Oshaghi, M. A.; Haghdoost, A. A.; Shahi, M.; Sedaghat, M. M.; Abedi, F.; Yeryan, M.; Pakari, A.",Entomological and epidemiological attributes for malaria transmission and implementation of vector control in southern Iran,2012,Iran,Native,Adult,Carbamate,95,n
"Hanafi-Bojd, A. A.; Vatandoost, H.; Oshaghi, M. A.; Haghdoost, A. A.; Shahi, M.; Sedaghat, M. M.; Abedi, F.; Yeryan, M.; Pakari, A.",Entomological and epidemiological attributes for malaria transmission and implementation of vector control in southern Iran,2012,Iran,Native,Adult,Carbamate,100,n
"Hanafi-Bojd, A. A.; Vatandoost, H.; Oshaghi, M. A.; Haghdoost, A. A.; Shahi, M.; Sedaghat, M. M.; Abedi, F.; Yeryan, M.; Pakari, A.",Entomological and epidemiological attributes for malaria transmission and implementation of vector control in southern Iran,2012,Iran,Native,Adult,Pyrethroid,94,n
"Khan, H. A. A.; Akram, W.; Lee, S.","Resistance to Selected Pyrethroid Insecticides in the Malaria Mosquito, Anopheles stephensi (Diptera: Culicidae), From Punjab, Pakistan",2018,Pakistan (Bahawalpur),Native,Adult,Pyrethroid,98.68,n
"Khan, H. A. A.; Akram, W.; Lee, S.","Resistance to Selected Pyrethroid Insecticides in the Malaria Mosquito, Anopheles stephensi (Diptera: Culicidae), From Punjab, Pakistan",2018,Pakistan (Multan),Native,Adult,Pyrethroid,99.49,n
"Khan, H. A. A.; Akram, W.; Lee, S.","Resistance to Selected Pyrethroid Insecticides in the Malaria Mosquito, Anopheles stephensi (Diptera: Culicidae), From Punjab, Pakistan",2018,Pakistan (Lodhran),Native,Adult,Pyrethroid,100,n
"Khan, H. A. A.; Akram, W.; Lee, S.","Resistance to Selected Pyrethroid Insecticides in the Malaria Mosquito, Anopheles stephensi (Diptera: Culicidae), From Punjab, Pakistan",2018,Pakistan (Khanewal),Native,Adult,Pyrethroid,90.5,n
"Khan, H. A. A.; Akram, W.; Lee, S.","Resistance to Selected Pyrethroid Insecticides in the Malaria Mosquito, Anopheles stephensi (Diptera: Culicidae), From Punjab, Pakistan",2018,Pakistan (Bahawalpur),Native,Adult,Pyrethroid,87.76,n
"Khan, H. A. A.; Akram, W.; Lee, S.","Resistance to Selected Pyrethroid Insecticides in the Malaria Mosquito, Anopheles stephensi (Diptera: Culicidae), From Punjab, Pakistan",2018,Pakistan (Multan),Native,Adult,Pyrethroid,75.47,n
"Khan, H. A. A.; Akram, W.; Lee, S.","Resistance to Selected Pyrethroid Insecticides in the Malaria Mosquito, Anopheles stephensi (Diptera: Culicidae), From Punjab, Pakistan",2018,Pakistan (Lodhran),Native,Adult,Pyrethroid,91.23,n
"Khan, H. A. A.; Akram, W.; Lee, S.","Resistance to Selected Pyrethroid Insecticides in the Malaria Mosquito, Anopheles stephensi (Diptera: Culicidae), From Punjab, Pakistan",2018,Pakistan (Khanewal),Native,Adult,Pyrethroid,78.57,n
"Khan, H. A. A.; Akram, W.; Lee, S.","Resistance to Selected Pyrethroid Insecticides in the Malaria Mosquito, Anopheles stephensi (Diptera: Culicidae), From Punjab, Pakistan",2018,Pakistan (Bahawalpur),Native,Adult,Pyrethroid,80.56,n
"Khan, H. A. A.; Akram, W.; Lee, S.","Resistance to Selected Pyrethroid Insecticides in the Malaria Mosquito, Anopheles stephensi (Diptera: Culicidae), From Punjab, Pakistan",2018,Pakistan (Multan),Native,Adult,Pyrethroid,84.77,n
"Khan, H. A. A.; Akram, W.; Lee, S.","Resistance to Selected Pyrethroid Insecticides in the Malaria Mosquito, Anopheles stephensi (Diptera: Culicidae), From Punjab, Pakistan",2018,Pakistan (Lodhran),Native,Adult,Pyrethroid,90.26,n
"Khan, H. A. A.; Akram, W.; Lee, S.","Resistance to Selected Pyrethroid Insecticides in the Malaria Mosquito, Anopheles stephensi (Diptera: Culicidae), From Punjab, Pakistan",2018,Pakistan (Khanewal),Native,Adult,Pyrethroid,91.21,n
"Khan, H. A. A.; Akram, W.; Lee, S.","Resistance to Selected Pyrethroid Insecticides in the Malaria Mosquito, Anopheles stephensi (Diptera: Culicidae), From Punjab, Pakistan",2018,Pakistan (Bahawalpur),Native,Adult,Pyrethroid,99,n
"Khan, H. A. A.; Akram, W.; Lee, S.","Resistance to Selected Pyrethroid Insecticides in the Malaria Mosquito, Anopheles stephensi (Diptera: Culicidae), From Punjab, Pakistan",2018,Pakistan (Multan),Native,Adult,Pyrethroid,98.8,n
"Khan, H. A. A.; Akram, W.; Lee, S.","Resistance to Selected Pyrethroid Insecticides in the Malaria Mosquito, Anopheles stephensi (Diptera: Culicidae), From Punjab, Pakistan",2018,Pakistan (Lodhran),Native,Adult,Pyrethroid,99.46,n
"Khan, H. A. A.; Akram, W.; Lee, S.","Resistance to Selected Pyrethroid Insecticides in the Malaria Mosquito, Anopheles stephensi (Diptera: Culicidae), From Punjab, Pakistan",2018,Pakistan (Khanewal),Native,Adult,Pyrethroid,93,n
"Khan, H. A. A.; Akram, W.; Lee, S.","Resistance to Selected Pyrethroid Insecticides in the Malaria Mosquito, Anopheles stephensi (Diptera: Culicidae), From Punjab, Pakistan",2018,Pakistan (Bahawalpur),Native,Adult,Pyrethroid,77.17,n
"Khan, H. A. A.; Akram, W.; Lee, S.","Resistance to Selected Pyrethroid Insecticides in the Malaria Mosquito, Anopheles stephensi (Diptera: Culicidae), From Punjab, Pakistan",2018,Pakistan (Multan),Native,Adult,Pyrethroid,81.88,n
